ed,mean,std
Moycullen,231363.63636363635,92505.42981606294
Moydow,131750.0,122959.00400811103
Moydrum,167313.93333333332,70520.065679725
Moynalty,80000.0,
Moyne,43156.833333333336,20759.903182979124
Moynehall,94187.77777777778,59342.01453345588
Moynsha,100475.0,72182.88693774077
Moyode,125000.0,
Moyrus,25000.0,
Muckanagh,130000.0,106066.01717798212
Muckross,125000.0,77781.74593052022
Muinebeag Rural,114666.66666666667,66803.19353643706
Muinebeag Urban,103833.33333333333,38579.55874477021
Mullagh,101900.0,46986.39620753467
Mullanalaghta,94666.66666666667,121656.62058981144
Mullary,230750.0,120961.08189551436
Mullinahone,151665.83333333334,123571.36327632586
Mullingar North Urban,87817.5,54344.7870317407
Mullingar Rural,142310.26515151514,55798.340493586154
Mullingar South Urban,115482.04807692308,48720.67689407737
Multyfarnham,101437.5,33622.31136356588
Munterconnaught,180500.0,102956.70611151725
Murrough,159789.7142857143,80500.80244723083
Myross,276923.07692307694,169552.57863883086
Myshall,133666.66666666666,69098.96284798106
Naas Rural,260065.48561151078,175632.09673685994
Nantinan,153750.0,121975.91975467945
Narraghmore,196666.66666666666,75055.53499465136
Navan Rural,172921.52896341463,78521.78106259377
Neale,75000.0,
Nenagh Rural,110540.35042735042,57306.71616233257
New Bermingham,175000.0,0.0
New Ross Rural,122200.0,55952.71455276129
New Ross Urban,64990.97777777778,121042.71130370598
Newbawn,162500.0,38890.87296526011
Newbliss,47100.0,44368.344571326976
Newbrook,110000.0,84852.8137423857
Newcastle,209618.94736842104,83431.28144279185
Newcastle Lower,311833.3333333333,183836.85184216494
Newcastle Rural,122578.02777777778,45563.120676069404
Newcastle Upper,280719.64285714284,130754.23778238297
Newmarket,149500.0,82162.88699893645
Newport,144795.45454545456,69891.72008899113
Newport East,127900.0,53598.6940139403
Newport West,180000.0,60553.00708194983
Newport's Square,60200.0,19511.53504981092
Newtown,190091.66666666666,124254.68906090902
Newtown Cunningham,89428.57142857143,34408.6091109824
Newtown Forbes,61826.92307692308,32090.26731596757
Newtownbarry,89416.66666666667,26299.700424610208
Newtowngore,40000.0,
Newtownsandes,58300.0,11670.475568716127
Nobber,73000.0,24344.74618201362
Nodstown,157500.0,59581.87643906492
Nohavel,70000.0,70710.67811865476
North City,186935.48387096773,37913.82595999422
North Dock A,202296.875,83515.96905199358
North Dock B,210491.8404255319,121049.22350910418
North Dock C,218000.0,77995.83322203821
Nun's Island,256863.88888888888,149872.13055092335
Nurney,112375.0,35004.84660321033
O'Briensbridge,57166.666666666664,17221.594970656268
O'Dempsey,57000.0,
O'More's Forest,163500.0,
Oakport,147500.0,130814.75451951129
Oatfield,130000.0,
Ogonnelloe,15000.0,
Ogulla,64800.0,33282.127335854
Old Leighlin,140000.0,21213.203435596424
Old Ross,105500.0,20506.096654409877
Oldcastle,98716.66666666667,48394.66347006612
Oldconnell,315000.0,131943.16958448436
Oldcourt,160000.0,
Oldtown,256125.0,31760.496952451274
Oola,105250.0,61453.844468836935
Oranmore,211855.5846153846,98558.70116821438
Oughterard,152545.45454545456,95126.97142577753
Outrath,171500.0,0.0
Ovens,287187.5,97634.05639115535
Owel,150666.66666666666,123597.46491467101
Painestown,268125.0,134915.25117643297
Pallas,120000.0,
Pallaskenry,128888.88888888889,44705.828603338865
Palmerstown Village,237516.39344262294,57892.858455160895
Palmerstown West,237608.0253164557,92189.28555868012
Park,71340.6834532374,38455.2672361462
Patrickswell,173454.54545454544,116490.65510706311
Paulstown,139058.45454545456,50041.35214630678
Pembroke East A,253799.0243902439,115581.53037585369
Pembroke East B,586127.2727272727,278511.4396465359
Pembroke East C,678380.2816901408,468836.6869542157
Pembroke East D,687744.1860465116,580950.087726716
Pembroke East E,838941.6862745098,891957.8574944556
Pembroke West A,374286.25,233943.96518087675
Pembroke West B,616865.1578947369,515515.08131778514
Pembroke West C,849869.0425531915,565716.7133761254
Pembrokestown,162750.0,106419.57056857541
Peppardstown,79325.33333333333,71562.03446948502
Pettigoe,70000.0,20297.783130184438
Phoenix Park,193300.0,45268.090306528284
Pilltown,145241.66666666666,86828.82354988233
Poleberry,100052.63157894737,115104.16716281653
Pollrone,101833.33333333333,27132.77538328875
Pontoon,138000.0,
Portarlington,101259.75609756098,58588.92757601626
Portarlington North,89885.41666666667,46662.0586007767
Portlaoise Rural,124201.22641509434,55645.7709849468
Portlaw,103115.0,44504.057961044404
Portmagee,81666.66666666667,62516.66444503684
Portmarnock North,476071.4285714286,120618.90333305903
Portmarnock South,398214.28571428574,149645.1101311871
Portnascully,110375.0,61779.04175365623
Portumna,91707.69230769231,51649.805768245016
Pouladuff A,139285.7142857143,45642.50316577845
Pouladuff B,151208.33333333334,41241.2295543127
Powerscourt,614000.0,295241.4266325104
Poyntstown,72500.0,20207.2594216369
Priorswood A,202827.77777777778,65998.84994789261
Priorswood B,160000.0,70118.94655987543
Priorswood C,135345.0,39574.20912384451
Priorswood D,164346.15384615384,53402.39118817981
Priorswood E,195483.33333333334,38760.423143960266
Prospect A,59625.0,37919.7931730345
Prospect B,31625.0,7122.441060947199
Querrin,56500.0,2121.3203435596424
Quin,159047.91666666666,55048.854742987096
Rackwallace,203375.0,60626.41750920138
Raford,168750.0,8838.834764831845
Rahalisk,178400.0,85701.80861568791
Rahan,213333.33333333334,248260.61575153907
Raharney,41000.0,
Raheen,166250.0,96404.09742329421
Raheenakeeran,96833.33333333333,20410.373179668553
Rahelty,82400.0,45765.58629460447
Raheny St. Assam,434904.4117647059,142266.94105644946
Raheny-Foxfield,353705.6206896552,176600.32096848643
Raheny-Greendale,312833.3333333333,149897.40452742326
Rahill,103000.0,53002.358438092175
Rahona,97666.66666666667,47310.32304546933
Rahoon,196705.88235294117,86294.74542656288
Rakenny,55000.0,42426.40687119285
Raphoe,81923.6,26251.070164852328
Ratass,149500.0,93902.43163340694
Rathangan,147085.86363636365,69874.66245751709
Rathaspick,128145.45454545454,75504.60551877253
Rathbane,55272.72727272727,34491.56682173458
Rathbarry,176600.0,89318.53111197027
Rathborney,93750.0,75306.87219636732
Rathclarin,283000.0,116567.57696718244
Rathcline,98428.57142857143,76181.48756501837
Rathclooney,56000.0,
Rathcool,52000.0,4242.640687119285
Rathcoole,238333.33333333334,75747.1930496567
Rathcooney,235929.7162162162,123223.24382977451
Rathcor,74000.0,21063.39637063944
Rathcormack,126607.48387096774,57216.31488999793
Rathdowney,66844.44444444444,60291.83425454709
Rathdrum,176150.0,75456.40757711994
Rathea,64083.333333333336,63667.26657658026
Rathernan,188600.0,81346.78850452548
Rathfarnham,768757.1428571428,646044.1450880871
Rathfarnham Village,435709.63333333336,189937.56669664624
Rathfarnham-Ballyroan,452200.0,121123.81925879292
Rathfarnham-Butterfield,497906.8333333333,196711.8314325453
Rathfarnham-Hermitage,389235.77419354836,108955.74506755879
Rathfarnham-St. Edna's,383567.85714285716,130887.62906263382
Rathfeigh,310100.0,127384.98079967409
Rathfeston,148333.33333333334,93585.96760910972
Rathhill,110000.0,
Rathkeale Urban,133735.29411764705,86765.5097171139
Rathluirc,101286.14457831325,65996.3803115197
Rathmelton,159055.55555555556,100847.49847526189
Rathmichael (Bray),181433.4,47978.46649993843
Rathmines East A,724027.7777777778,528324.510078722
Rathmines East B,532020.6260869565,336754.55533871625
Rathmines East C,822854.725490196,443902.8792329727
Rathmines East D,564704.0612244898,229260.2080421219
Rathmines West A,383093.4,207124.65135740038
Rathmines West B,391370.6896551724,208051.98322131668
Rathmines West C,680075.0,497478.4070035428
Rathmines West D,517139.25925925927,305883.981765265
Rathmines West E,590531.0,422673.4228477599
Rathmines West F,491725.0,225845.866569279
Rathmolyon,235000.0,
Rathmore,177452.38095238095,131125.69396974653
Rathmoylan,170916.66666666666,85813.99458518795
Rathmullan,130378.94736842105,37995.18359750597
Rathornan,287500.0,
Rathowen,123166.66666666667,132748.50909395053
Rathpatrick,140833.33333333334,70433.92293490403
Rathroe,174250.0,
Rathronan,106785.71428571429,83058.14085268682
Rathrush,187333.33333333334,73780.50216690043
Rathsallagh,670000.0,
Rathsaran,91000.0,1414.213562373095
Rathvilly,193666.66666666666,146958.04389915738
Ratoath,292487.675,112199.64314226758
Ravensdale,150000.0,49497.474683058324
Rearymore,105500.0,70003.57133746821
Redcastle,117388.88888888889,78841.92166044097
Redhill,100000.0,
Reen,322500.0,38890.87296526011
Reisk,195208.33333333334,122791.66730933357
Renmore,258500.0,77215.83849370357
Ringville,97500.0,104043.26023342405
Rinn,71076.5,15931.404006273619
Rinvyle,170600.0,105270.12871655473
Riverdale,205000.0,222542.13084267886
Riversdale,150000.0,
Riverstown,216516.14444444445,80273.06387820655
Roanmore,69722.22222222222,17672.561909481163
Robertstown,173000.0,38764.244693617686
Rochestown,194500.0,184104.13719776462
Rockbarton,412388.8888888889,370932.07541969646
Rockhill,63750.0,51265.24163602469
Rockingham,115500.0,72190.71962517066
Rodanstown,254300.0,91227.46297031394
Roosky,96515.64705882352,110398.32612914767
Rosbercon,65725.45454545454,53751.010476759664
Roscommon Rural,113423.07692307692,43691.554367828605
Roscrea,73327.58620689655,41505.500768830454
Rosenallis,55521.0,13357.12630021892
Rosguill,154285.7142857143,107797.20819779192
Roskeen,106333.33333333333,41956.32649950819
Rosmead,175000.0,35355.33905932738
Rosmoylan,55500.0,27577.164466275353
Rosnakill,145000.0,
Ross,140000.0,
Rosscarbery,216744.7142857143,177765.11316013377
Rossinan,345000.0,0.0
Rossinver West,85000.0,
Rosslare,160651.42857142858,69699.52549607407
Rosslee,109000.0,132936.07486307094
Rossmore,154000.0,76108.47521794139
Rossroe,215000.0,9128.70929175277
Rostellan,279750.0,138446.28922437754
Rotunda A,186055.61111111112,85489.99677784041
Rotunda B,190230.76923076922,61031.96409280666
Roundstone,111500.0,51618.79502661797
Rowan,30000.0,
Roxborough,287062.5,201241.40398678256
Royal Exchange A,202853.19565217392,130045.05643363585
Royal Exchange B,171666.66666666666,55075.705472861024
Ruan,116250.0,54956.232585576676
Rush,237508.7912087912,102802.68792243782
Rushfield,116450.0,35458.532118518386
Russellstown,231000.0,168291.41392239832
Rutland,99739.63636363637,35227.887609882964
Ryehill,226100.0,37980.91626066965
Saggart,381257.3076923077,645886.9414701305
Sailearna,276600.0,200635.9887956296
Saint Kevin's,396364.7826086957,206664.41887744417
Sallyford,183500.0,79903.06627407987
Salthill,209422.5806451613,122616.88758527495
Scarriff,102800.0,48028.116765078346
Scartaglin,93800.0,76204.98671346909
Scotsborough,262000.0,163520.64089893972
Scotstown,79166.66666666667,46255.63028792639
Scrabby,74500.0,48790.36790187178
Scregg,122333.33333333333,66229.39931279261
Screggan,161285.7142857143,53181.18177737398
Seefin,143833.33333333334,15446.142992130219
Seskinan,135000.0,
Shaen,112666.66666666667,84299.07077384266
Shanagolden,142357.1,97263.04701792513
Shanakiel,211907.40740740742,150067.9997814476
Shanballymore,135000.0,
Shandon A,119401.66666666667,124722.65772404788
Shandon B,75000.0,40307.154038292836
Shangarry,127000.0,41012.193308819755
Shanid,175000.0,
Shankhill-Rathmichael,315592.1568627451,133916.4856813936
Shankill,96607.14285714286,65395.59458563544
Shankill-Rathsallagh,362347.22222222225,158529.62361493218
Shankill-Shanganagh,322412.8939393939,102296.12893858374
Shannon A,197889.67213114753,91884.48584984688
Shannon B,90000.0,35653.89179318297
Shannonharbour,70000.0,
Shantalla,315100.0,143745.60862857688
Sheepshead,202400.0,210419.34321730028
Shercock,120125.0,36588.64805737794
Sheskin,58000.0,
Shillelagh,146928.57142857142,91987.96505133546
Shinrone,140000.0,183847.76310850235
Shortcourse,52437.5,16127.699109650719
Shreelane,160500.0,125157.90027001892
Shronell,95000.0,0.0
Shronowen,40000.0,
Shrule,190000.0,
Silverbrook,260000.0,
Singland A,71750.0,26532.52720718477
Singland B,132398.14814814815,38569.75818486222
Sixmilebridge,139055.225,42985.92539155798
Skagh,82500.0,60896.08635481704
Skeagh,77000.0,39357.33730830885
Skehanagh,793333.3333333334,1219234.7326636217
Skerries,317058.0974025974,129228.49658757374
Skibbereen Rural,139518.10344827586,69563.67567583652
Skreen,234323.5294117647,99461.82389120312
Skull,201100.0,122782.60634573869
Slane,176706.89655172414,75272.0681026714
Sliabh an Aonaigh,255000.0,14142.13562373095
Slievekeale,74718.75,33660.0498860791
Slievemore,145714.2857142857,72078.00007795787
Slievereagh,102000.0,93338.09511662427
Sligo East,94576.08571428571,55521.410362140865
Sligo North,82140.32258064517,50482.50292461319
Sligo West,149830.76923076922,89433.76795085832
Sliguff,171250.0,81278.84103504429
Sneem,90000.0,39597.97974644666
Sonnagh,110357.14285714286,85591.42981130096
South Dock,451126.0967741936,251658.25699869983
South Gate A,161850.0,101189.75162205574
South Gate B,78500.0,4949.747468305833
Spancelhill,350000.0,
Spiddal,144625.0,85638.1680872106
Springfield,65000.0,
Springfort,220000.0,
Srah,56500.0,47376.15433949869
Sraheen,97308.57142857143,34943.952947814134
St Canice's,112500.0,112283.12428855905
St Johnstown,71500.0,43240.60591619872
St Nicholas,170779.96,90028.01109491794
St. Finan's,207666.66666666666,20404.247923737188
St. Helen's,121403.50877192983,41463.99455686257
St. Laurence,104020.83333333333,39843.223778462074
St. Laurence Gate,177655.1724137931,89401.78659546452
St. Mary's,217708.09826589594,81399.49710773068
St. Patrick's A,123666.66666666667,64872.95276153229
St. Patrick's B,395000.0,
St. Patrick's C,127145.2,63845.78228199573
St. Peter's,169494.84536082475,59000.860465360354
Stabannan,75000.0,49497.474683058324
Stackallan,220751.0,170767.7018701136
Staholmog,180000.0,56568.5424949238
Stamullin,191397.4358974359,59187.53811964702
Stillorgan-Deerpark,561270.3703703703,147865.16758441087
Stillorgan-Kilmacud,406720.8333333333,94191.28265860512
Stillorgan-Leopardstown,600312.5,158509.1874308868
Stillorgan-Merville,483263.4166666667,146750.20633992262
Stillorgan-Mount Merrion,697141.304347826,521764.7795174828
Stillorgan-Priory,528616.6666666666,267245.9374657621
Stonefield,47750.0,42779.960261786124
Stonyford,463000.0,365588.70332656614
Stradbally,189172.41379310345,358888.9918868186
Strade,116000.0,62225.39674441618
Stradone,55333.333333333336,59000.56496904641
Straffan,435978.375,148901.38531563993
Straid,114375.0,45625.61154188981
Stranorlar,78632.35294117648,32567.019202721724
Stratford,130000.0,115325.62594670797
Streamhill,290000.0,
Streamstown,99678.57142857143,52326.84028570533
Street,144000.0,10392.304845413264
Strokestown,67670.0,31805.12930330578
Summerhill,199095.2380952381,83939.20702621913
Sunday's Well A,276600.0,94115.8860129362
Sunday's Well B,114500.0,48289.92303438334
Sutton,408040.17272727273,209340.33421608905
Swanlinbar,190000.0,0.0
Swineford,78895.83333333333,48721.69839945582
Swords Village,253157.23684210525,81709.3159535465
Swords-Forrest,244142.40952380953,82776.85117233507
Swords-Glasmore,241997.265625,64397.407363507176
Swords-Lissenhall,237614.0407239819,88775.74072916526
Swords-Seatown,336049.3086419753,125286.9309971089
Tacumshin,190750.0,53903.46309221081
Taghart,77000.0,
Taghboy,92000.0,24899.799195977466
Taghmon,152888.88888888888,86999.20178433313
Tallaght-Avonbeg,164163.15789473685,53723.936425295935
Tallaght-Belgarde,218775.0,54181.584315589804
Tallaght-Fettercairn,136170.6896551724,56663.02573302695
Tallaght-Glenview,538629.2352941176,1505086.755075913
Tallaght-Jobstown,145366.796875,65425.90516024334
Tallaght-Killinardan,128458.33333333333,40587.42434734576
Tallaght-Kilnamanagh,236617.64705882352,46039.68295304726
Tallaght-Kiltipper,170703.7037037037,53480.99217681479
Tallaght-Kingswood,226108.1081081081,58435.52181858402
Tallaght-Millbrook,187162.85714285713,57249.88099506915
Tallaght-Oldbawn,225500.0,61734.25646310667
Tallaght-Springfield,146974.66666666666,42758.666241345025
Tallaght-Tymon,224295.83333333334,75879.2728850997
Tallanstown,166666.66666666666,125286.33870724561
Tallow,92269.23076923077,66164.7613237261
Tankardstown,143333.33333333334,85943.39222224514
Tantallon,100232.72727272728,45386.66964889781
Tara,225166.66666666666,120242.98316325988
Tarbert,132500.0,56347.138347923225
Tarmon,104666.66666666667,18448.125469362283
Tawnynagry,107000.0,
Taylor's Hill,310875.0,218077.5992295272
Teadies,118285.71428571429,76102.37465790032
Tedavnet,139000.0,
Teeranearagh,52000.0,
Tehallan,200000.0,
Teltown,141800.0,86915.62000008974
Temple,44333.333333333336,48232.0778459039
Templebodan,178333.33333333334,115578.25631723873
Templeboy North,25000.0,
Templeboy South,165000.0,
Templebredon,194800.0,47509.1570120961
Templebreedy,245344.44444444444,98956.59185070527
Templedouglas,120000.0,
Templeglentan,72083.33333333333,32237.27138990933
Templeharry,117000.0,0.0
Templeludigan,23000.0,
Templemaley,169791.66666666666,123337.99259217197
Templemartin,326000.0,
Templemary,142500.0,24748.737341529162
Templemichael,147500.0,69910.65727054782
Templemolaga,35000.0,
Templemore,71961.42857142857,44614.05755159389
Templenacarriga,45800.0,
Templeneiry,180000.0,0.0
Templeogue Village,471894.1176470588,103731.00712050998
Templeogue-Cypress,423146.26666666666,115265.74847999967
Templeogue-Kimmage Manor,466822.8795180723,175094.69361214706
Templeogue-Limekiln,286416.6666666667,83425.1378373953
Templeogue-Orwell,432625.0,105281.84223477393
Templeogue-Osprey,369287.525,98885.84005552332
Templeomalus,115833.33333333333,8036.375634160795
Templeorum,167000.0,109825.48139496756
Templepatrick,44500.0,10606.601717798212
Templepeter,198666.66666666666,202151.75817522177
Templeport,62250.0,42779.960261786124
Templetogher,39000.0,
Templetouhy,50000.0,
Templetown,217347.5,139573.29538533586
Templevanny,38000.0,
Terenure A,395908.84375,159409.70384069587
Terenure B,409233.39130434784,179280.0780606913
Terenure C,584868.0769230769,181930.63160972914
Terenure D,563031.25,328753.4267882238
Terenure-Cherryfield,302626.3888888889,74332.99160448887
Terenure-Greentrees,297678.5714285714,76330.28132196223
Terenure-St. James,199181.81818181818,51146.491926266426
Termon,70000.0,26457.513110645905
Termonbarry,102088.57142857143,24679.443151856452
Termonfeckin,251736.1739130435,126877.79100867537
Terryglass,78750.0,17778.39780664806
The Glen,44026.31578947369,16294.574492595284
The Glen A,179750.0,69593.3126576589
The Glen B,135015.625,55851.687873388866
The Grange,148250.0,9545.941546018392
The Harrow,192500.0,91070.02800043492
The Leap,163500.0,19811.61275615895
The Lough,182861.11111111112,140227.6670672058
The Ward,198229.6126126126,67804.87349287611
Thomastown,202765.06024096385,330910.8764525117
Three Trees,127987.5,57225.58249303074
Thurles Rural,122341.46341463414,63428.37504646844
Tiaquin,143333.33333333334,66583.28118479393
Tibradden,565000.0,218574.92994394395
Ticor North,134269.23076923078,27998.96976126635
Ticor South,98285.71428571429,34687.722543258664
Tieveskeelta,238000.0,
Timahoe North,245000.0,106066.01717798212
Timahoe South,180000.0,
Timoleague,141428.57142857142,43273.76858581937
Timoney,100000.0,0.0
Tinahely,91555.55555555556,59087.56449353601
Tinnacross,65000.0,
Tinnahinch,83000.0,9746.794344808965
Tinnycross,150000.0,
Tintern,113600.0,63382.17415015045
Tipperary Rural,80821.52631578948,49407.26642344579
Tircahan,41000.0,
Tivannagh,25000.0,
Tivoli A,273964.28571428574,176299.4864671234
Tivoli B,174721.07142857142,60846.80936516421
Tober,240000.0,14142.13562373095
Tobercurry,98602.94117647059,63419.18201190254
Tobernea,133500.0,65850.20880756568
Toberpatrick East,150000.0,155563.49186104044
Toberpatrick West,150000.0,
Togher,263458.3333333333,170538.11335317572
Togher A,201428.57142857142,42692.142691823836
Togher B,183400.0,88488.98236503797
Tombrack,313920.0,302528.56526285247
Tomfinlough,100000.0,
Tomhaggard,155400.0,47511.05134597634
Toocananagh,135000.0,
Toomore,99250.0,63708.6140172583
Toormore,53000.0,
Tralee Rural,144844.73251028807,111976.77315344421
Tralee Urban,95224.40677966102,46977.63783022237
Tramore,125937.60765550239,86080.657709785
Tramore A,408333.3333333333,208678.38092784473
Tramore B,365545.45454545453,178915.44352217318
Tramore C,215397.23684210525,66865.08152967002
Treantaghmucklagh,20750.0,6010.407640085654
Trienearagh,122500.0,60104.07640085654
Trim Rural,194278.18604651163,81552.02753145684
Trumra,225000.0,
Tuam,40000.0,
Tuam Rural,107742.37288135593,57074.69758673437
Tubbrid,405500.0,120666.20626063179
Tubbridbrittain,150000.0,0.0
Tubbrit,130083.33333333333,35763.69201671811
Tubrid,143000.0,57771.58086425847
Tulla,137857.14285714287,82492.7846772645
Tullagh,223833.42105263157,125444.48894113187
Tullaghan,114818.57142857143,78169.73188144874
Tullaghanbrogue,188125.0,101355.16424031791
Tullaghmelan,172666.66666666666,2250.925735484551
Tullaghorton,103000.0,0.0
Tullaghought,50000.0,0.0
Tullaherin,127500.0,30124.740662784137
Tullamain,43000.0,1154.7005383792525
Tullamore Rural,152636.5294117647,75687.90241686384
Tullamore Urban,133554.26829268291,85081.47311582866
Tullaroan,114375.0,41875.424014135504
Tullokyne,257355.26315789475,173198.0504884003
Tullow Rural,132375.0,48151.361054788176
Tullow Urban,95548.78048780488,36620.486902492295
Tullowbeg,134000.0,30091.52704666215
Tullycreen,75000.0,
Tullynaught,90000.0,
Tullyvin East,131750.0,36415.9992311072
Tullyvin West,20000.0,
Tulsk,73000.0,40240.941009540686
Tumgesh,45000.0,
Tumna North,81000.0,
Turlough,109900.0,51626.543560459286
Turmone,62000.0,
Turnapin,269333.3333333333,67626.42481555072
Turner's Cross A,122250.0,31466.251762801367
Turner's Cross B,152200.0,42142.08769811429
Turner's Cross C,110000.0,50744.4578254611
Turner's Cross D,179000.0,11532.562594670795
Turra,155000.0,
Turrock,205000.0,
Twomileborris,296333.3333333333,165385.20691605602
Ullanes,280000.0,
Ullid,201833.33333333334,87487.31000416407
Umma,115000.0,
Upperchurch,82500.0,2886.7513459481265
Uregare,73000.0,45254.83399593904
Urlan,132583.33333333334,34962.003184409594
Urlaur,61700.0,27354.52430586209
Urlee,10000.0,
Urlingford,126041.66666666667,81235.00992943434
Ushers A,217000.0,82016.11339939767
Ushers B,152000.0,45356.91788470641
Ushers C,131471.15384615384,76996.01552343907
Ushers D,160307.40740740742,78692.69307260963
Ushers E,226226.92307692306,65826.11758572927
Ushers F,273818.1818181818,112419.87045325784
Uskane,300000.0,0.0
Valencia,174000.0,120432.55373859678
Virginia,144569.38775510204,60980.431301366516
Walkinstown A,198793.75,53388.21841080076
Walkinstown B,198979.16666666666,63284.22531530955
Walkinstown C,245000.0,60469.366383594046
Warrenscourt,207928.57142857142,96773.11462532202
Watergrasshill,189347.22222222222,100603.14939553659
Waterloo,60000.0,
Wellpark,174345.45454545456,36367.330494177426
Wells,164120.83333333334,36641.20091054149
West Gate,123545.62318840579,69254.00337570245
Westport Rural,373714.28571428574,290187.7060833294
Westport Urban,161655.5064935065,132856.5055278402
Wexford No 1 Urban,84062.5,35049.391170583425
Wexford No 2 Urban,101375.0,55445.73172631656
Wexford No 3 Urban,177500.0,10606.601717798212
Wexford Rural,164453.125,109342.71067161327
Whitecastle,167000.0,8185.35277187245
Whitechurch,182297.2972972973,64435.52542609502
Whitehall A,364546.511627907,113378.36013572136
Whitehall B,243533.70807453417,83520.33112479559
Whitehall C,251863.63636363635,80235.36334220337
Whitehall D,251752.9411764706,101010.62601839201
Whitemoor,100000.0,
Wicklow Rural,222582.0224719101,120166.634894574
Wicklow Urban,193943.18181818182,89657.11270952257
Williamstown,51666.666666666664,41932.48541803041
Windmill Cross,168871.42857142858,126691.94547254789
Winetown,85000.0,
Wingfield,141250.0,68524.32658066282
Wood Quay A,261571.42857142858,113844.34862691128
Wood Quay B,450154.5238095238,210490.21065066635
Woodford,120000.0,
Woodfort,252500.0,45961.94077712559
Woodland,50000.0,
Woodstown,252583.33333333334,236851.51818526868
Woolengrange,170666.66666666666,74806.41683706017
Wormhole,262200.0,47094.267167034246
Youghal Rural,156406.25,84054.3908728152
Youghal Urban,116310.84337349398,68783.47258244205
Youghalarra,167500.0,70275.98655098544
ÃÂÃÂrainn,285000.0,
